index,label
3296,"""Ontologies now play an important role for enabling the semantic
web. They provide a source of precisely defined terms e.g. for
knowledge-intensive applications. The terms are used for concise
communication across people and applications. Typically the
development of ontologies involves collaborative efforts of
multiple persons. OntoEdit is an ontology editor that integrates
numerous aspects of ontology engineering. This paper focuses on
collaborative development of ontologies with OntoEdit which is
guided by a comprehensive methodology."""
3297,"""Ontologies now play an important role for many knowledge-intensive
applications for which they provide a source of precisely defined
terms. The terms are used for concise communication across people
and applications. OntoEdit is an ontology editor that has been
developed keeping five main objectives in mind: 1. Ease of use.
2. Methodology-guided development of ontologies. 3. Ontology
development with help of inferencing. 4. Development of ontology
axioms. 5. Extensibility through plug-in structure. This paper is
about the first four of these items."""
3298,"""Ontologies now play an important role for many knowledge-intensive
applications for which they provide a source of precisely defined terms. The terms
are used for concise communication across people and applications. Tools such as
ontology editors facilitate the creation and maintenance of ontologies. OntoEdit is
an ontology editor that has been developed keeping five main objectives in mind:
1. Ease of use. 2. Methodology-guided development of ontologies. 3. Ontology
development with help of inferencing. 4. Development of ontology axioms. 5.
Extensibility through plug-in structure."""
3299,"""Ontologies on Demand? - A Description of the State-of-the-Art, Applications, Challenges and Trends for Ontology Learning from Text"""
3300,"""Ontologies provide a shared understanding of a domain of interest to support communication among human and computer agents, typically being represented in a machine-processable representation language. Thus, ontologies are seen as key enablers for the Semantic Web. 
However, recently the convergence of paradigms such as currently being monitored in the areas of Semantic Web, Web Services, Agents, Peer-to-Peer networks and Grid Computing requires multi-disciplinary approaches and cooperation. This workshop is intends to bring together researchers and practitioners from the mentioned areas and to act as a platform for discussions for experiences and visions."""
3301,"""Ontologies provide explicit models of shared conceptualiza- tions, and are useful for modeling formal, semi-formal, and informal knowledge needed for communication within a company. As there is typ- ically more than one ontology used in a company (for instance one in each department), techniques are needed to merge ontologies in order to assure cross-company communication. In this paper, we summarize one such approach, called FCA{Merge. During its development, it turned out that a formal definition of `ontology' is needed. The resulting defini- tion is presented for the first time in detail in this paper."""
3302,"""Ontologies serve as a means for establishing a conceptually concise basis for communicating knowledge for many purposes. They are a popular research topic in Artificial Intelligence, e.g. knowledge engineering, natural language processing, intelligent information integration and multi-agent systems. Recently, ontologies are also applied outside the AI world, e.g. in the World Wide Web community that try to represent machine-processable data on the web using ontologies and formal metadata."""
3303,"""Ontologies"""
3304,"""Ontologies' KISSES in Standardization"""
3305,"""Ontology - Ontology"""
3306,"""Ontology Based Specification of Web Service Policies"""
3307,"""Ontology Driven Architectures and Potential Uses of the Semantic Web in Software Engineering"""
3308,"""Ontology Driven Resolution of Bridging References"""
3309,"""Ontology Engineering Methodologies"""
3310,"""Ontology Engineering Revisited: an Iterative Case Study with DILIGENT"""
3311,"""Ontology Engineering beyond the Modeling of Concepts and Relations"""
3312,"""Ontology Engineering is currently advancing from a pure research
topic to real applications. This state of the art is emphasized by
the wide range of European projects with major industry
involvement and, in the same time, by the ever-growing interest of
small and medium size enterprizes asking for consultancy in this
domain. A core requirement in all of these efforts is, however,
the availability of proved and tested methods which allow an
emph{efficient} engineering of high-quality ontologies, be that
by reuse, new building or automatic extraction methods. Several
elaborated methodologies, which aid the development of ontologies
for particular application requirements, emerged in the last
decades. Nevertheless, in order for ontologies to be built and
deployed at a large scale, beyond the boundaries of the academic
community, one needs not only technologies and tools to assist the
engineering process, but also means to estimate and control
its overall costs. These issues are addressed only marginally by
current engineering approaches though their importance is well
recognized in the community. Different approaches exist to
estimate costs for engineering processes. We will present the
parametric cost estimation model ONTOCOM and its alignment with
the DILIGENT engineering methodology. Based on the resulting cost
function some analytical evaluations of application scenarios for
the DILIGENT model are provided."""
3313,"""Ontology Engineering"""
3314,"""Ontology Engineering: A Reality Check"""
3315,"""Ontology Evaluation for the Web - PhD proposal"""
3316,"""Ontology Evolution as Reconfiguration-Design Problem Solving"""
3317,"""Ontology Evolution within Ontology Editors"""
3318,"""Ontology Evolution"""
3319,"""Ontology Learning Part One - On Discoverying Taxonomic Relations from the Web"""
3320,"""Ontology Learning Part One â€“ On Discoverying Taxonomic Relations from the Web"""
3321,"""Ontology Learning and Reasoning - Dealing with Uncertainty and Inconsistency"""
3322,"""Ontology Learning for the Semantic Web"""
3323,"""Ontology Learning from Text"""
3324,"""Ontology Learning from Text: An Overview"""
3325,"""Ontology Learning from Text: Methods, Evaluation and Applications"""
3326,"""Ontology Management and Evolution -- Survey, Methods and Prototype"""
3327,"""Ontology Mapping - An Integrated Approach"""
3328,"""Ontology Mapping by Axioms (OMA)"""
3329,"""Ontology Mediation Management V1"""
3330,"""Ontology Merging for Federated Ontologies for the Semantic Web"""
3331,"""Ontology Metadata Vocabulary and Applications"""
3332,"""Ontology alignment is a prerequisite in order to allow for interoperation between different ontologies and many alignment strategies have been proposed to facilitate the alignment task by (semi-)automatic means. Due to the complexity of the alignment task, manually defined methods for (semi-)automatic alignment rarely constitute an optimal configuration of substrategies from which they have been built. In fact, scrutinizing current ontology alignment methods, one may recognize that most are not optimized for given ontologies. Some few include machine learning for automating the task, but their optimization by machine learning means is mostly restricted to the extensional definition of ontology concepts. With APFEL (Alignment Process Feature Estimation and Learning) we present a machine learning approach that explores the user validation of initial alignments for optimizing alignment methods. The methods are based on extensional and intensional ontology definitions. Core to APFEL is the idea of a generic alignment process, the steps of which may be represented explicitly. APFEL then generates new hypotheses for what might be useful features and similarity assessments and weights them by machine learning approaches. APFEL compares favorably in our experiments to competing approaches."""
3333,"""Ontology and Modeling of Real Estate Transactions in European Juristictions"""
3334,"""Ontology based Business Process Description"""
3335,"""Ontology engineering methodology"""
3336,"""Ontology leaning as a use case for neural-symbolic integration"""
3337,"""Ontology management"""
3338,"""Ontology mapping is important when working with more than one
ontology. Typically similarity considerations are the basis for
this. In this paper an approach to integrate various similarity
methods is presented. In brief, we determine similarity through
rules which have been encoded by ontology experts. These rules are
then combined for one overall result. Several boosting small
actions are added. All this is thoroughly evaluated with very
promising results."""
3339,"""Ontology merging describes the process of integrating two (or more) ontologies
into a single one. How this is done best is a subject of ongoing research in the Semantic Web community. We propose a generic solution to the question, what the result of a merging should be in the ideal case. We will do this independent of a specific choice of ontology representation language, and thus provide a sort of blueprint for
the development of algorithms applicable in practice. Our methods are taken from
category theory. More precisely, we will argue that ontology merging is best captured by the notion of categorical pushout. Our paper is a first step towards the development of practically applicable algorithms."""
3340,"""Ontology technologies are popular and attract much attention because theyâ€™re cornerstones for realizing the Semantic Web. This issueâ€™s Trends and Controversies explores different perspectives on evaluating ontology technologies. It examines the distinction between evaluating ontology tools and ontology content and also discusses ontology consumers' needs."""
3341,"""Ontology-Based Query Refinement for Semantic Portals"""
3342,"""Ontology-Focused Crawling of Documents and Relational Metadata"""
3343,"""Ontology-Focused Crawling of Web Documents"""
3344,"""Ontology-aware XML-Queries"""
3345,"""Ontology-based Content Management in a Virtual Organization"""
3346,"""Ontology-based Correlation Engines"""
3347,"""Ontology-based Discourse Analysis in GenIE"""
3348,"""Ontology-based Information Extraction with SOBA"""
3349,"""Ontology-based Information Integration in the Automotive Industry"""
3350,"""Ontology-based Knowledge Management: Exploiting the Semantic Web"""
3351,"""Ontology-based Linguistic Annotation"""
3352,"""Ontology-based Process Support"""
3353,"""Ontology-based Query and Answering in Chemistry: OntoNova @ Project Halo"""
3354,"""Ontology-based Text Clustering"""
3355,"""Ontology-based semantic construction underspecification and disambiguation"""
3356,"""Ontology-driven Discourse Analysis for Information Extraction"""
3357,"""Ontoprise GmbH"""
3358,"""Operations Research 2006"""
3359,"""Operations Research Proceedings 2006"""
3360,"""OptRek - Optimierung auf rekonfigurierbaren Rechensystemen"""
3361,"""Optimization in the presence of uncertainty"""
3362,"""Optimizing Query Answering in Description Logics using DisjunctiveDeductive Databases"""
3363,"""Oranjestad, Aruba"""
3364,"""Organic Computing - Addressing Complexity by Controlled Self-organization"""
3365,"""Organic Computing is becoming the new vision for the design of complex systems, satisfying human needs for trustworthy systems that behave life-like by adapting autonomously to dynamic changes of the environment, and have self-x properties as postulated for Autonomic Computing. Organic Computing is a response to the threatening view of being surrounded by interacting and self-organizing systems which may become unmanageable, showing undesired emergent behavior. Major challenges for organic system design arise from the conflicting requirements to have systems that are at the same time robust and adaptive, having sufficient degrees of freedom for showing self-x properties but being open for human intervention and operating with respect to appropriate rules and constraints to prevent the occurrence of undesired emergent behavior."""
3366,"""Organic Computing"""
3367,"""Organic Computing- A New Vision for Distributed Embedded Systems"""
3368,"""Organizational Memory: Knowledge Acquisition, Integration, and Retrieval Issues"""
3369,"""Osaka, Japan"""
3370,"""Oscar Corcho"""
3371,"""OsnabrÃ¼ck, Germany"""
3372,"""Over the past few years, we have seen a growing interest in the potential of both Peer-to-Peer (P2P) computing and the use of more formal approaches to knowledge management, involving the development of ontologies. This penultimate chapter discusses possibilities that both approaches may offer for more effective and efficient knowledge management. In particular, we investigate how the two paradigms  may be combined."""
3373,"""P-1"""
3374,"""P-10"""
3375,"""P-19"""
3376,"""P-28"""
3377,"""P-34"""
3378,"""P-34, Bd.1"""
3379,"""P-35"""
3380,"""P-35, Bd.2"""
3381,"""P-42"""
3382,"""P-52"""
3383,"""P-56"""
3384,"""P-63"""
3385,"""P-65"""
3386,"""P-75"""
3387,"""P-76"""
3388,"""P-93"""
3389,"""P-94"""
3390,"""P-95"""
3391,"""P-Opt - Portfoliooptimierung mit komplexen Nebenbedingungen"""
3392,"""P. Bumann"""
3393,"""P. Crowther"""
3394,"""P. Ecoublet"""
3395,"""P. Funes"""
3396,"""P. Lord"""
3397,"""P. Mike"""
3398,"""P. Salavazza"""
3399,"""P. Thiran"""
3400,"""P2195"""
3401,"""PADLR - Personalized Access to Distributed Learning Repositories"""
3402,"""PARS Mitteilungen 2005"""
3403,"""PEdit - Programmierumgebung fÃ¼r parallele Systeme"""
3404,"""PSMs do IT! - Summary of track on Sharable and Reusable Problem-Solving Methods of the 10th KAW'96, Banff, Canada"""
3405,"""Paolo Bouquet"""
3406,"""Papers from 2004 AAAI Spring Symposium - Semantic Web Services"""
3407,"""Paphos, Cyprus"""
3408,"""Parallel Problem Solving from Nature"""
3409,"""Parallel implementations of evolutionary algorithms"""
3410,"""Parallelizing multi-objective evolutionary algorithms: cone separation"""
3411,"""Parameterized and Exact Computation, First International Workshop, IWPEC 2004, Bergen, Norway, September 14 - 17, 2004, Proceedings"""
3412,"""Part of the theory of logic programming and nonmonotonic reasoning concerns
the study of fixed-point semantics for these paradigms. Several different
semantics have been proposed during the last two decades, and some have been
more successful and acknowledged than others. The rationales behind those
various semantics have been manifold, depending on one's point of view,
which may be that of a programmer or inspired by commonsense reasoning, and
consequently the constructions which lead to these semantics are technically
very diverse, and the exact relationships between them have not yet been fully understood. In this paper, we present a conceptually new method, based
on level mappings, which allows to provide uniform characterizations of
different semantics for logic programs. We will display our approach by
giving new and uniform characterizations of some of the major semantics,
more particular of the least model semantics for definite programs, of the
Fitting semantics, and of the well-founded semantics. A novel
characterization of the weakly perfect model semantics will also be
provided."""
3413,"""Particle swarm optimization and sequential sampling in noisy environments"""
3414,"""Particle swarm with speciation and adaption in a dynamic environment"""
3415,"""Partners Group"""
3416,"""Partrick Lehti"""
3417,"""Pascal : un algorithme d'extraction des motifs frequents"""
3418,"""Pascal Hitzler"""
3419,"""Pascal van Eck"""
3420,"""Passau"""
3421,"""Patrick Freudenstein"""
3422,"""Patrick Klose"""
3423,"""Patrick Lehti"""
3424,"""Patrick Reuther"""
3425,"""Paul Allen"""
3426,"""Paul Buitelaar"""
3427,"""Paul Mulholland"""
3428,"""Paul Ortyl"""
3429,"""Paul Sage"""
3430,"""Paul Warren"""
3431,"""Pawel Pyszlak"""
3432,"""Pawel Siebes"""
3433,"""Peer Selection in Peer-to-Peer Networks with Semantic Topologies"""
3434,"""Peer selection for query routing is a core task in peer-to-peer networks. Unstructured peer-to-peer systems (like Gnutella) ignore this problem, leading to an abundance of network traffic.
Structured peer-to-peer systems (like Chord) enforce a particular, global way of distributing data among the peers in order to solve this problem, but then encounter problems of network volatility and conflicts with the autonomy of the peer data management. In this paper, we propose a new mechanism, INGA, which is based on the observation that query routing in social networks is made possible by locally available knowledge about the expertise of neighbors and a semantics-based peer selection function. We validate INGA by simulation experiments with different data sets. We  compare INGA with competing peer selection mechanisms on  resulting parameters like recall, message gain or number of messages produced."""
3435,"""Peer-to-Peer"""
3436,"""Penousal Machado"""
3437,"""Performance Performance Management of collaborative business processes refers to the modeling, analyzing and monitoring of interrelated production, logistics and information processes on an operational level. In this context it is essential to figure out how critical situations can be detected in time, and how important changes can be discovered as early as possible. In particular analyzing potential exceptional states of performance indicators and matching counter measures in target-oriented simulation scenarios before implementing collaborative business processes is not supported by the current approaches. In this paper, we present a process-oriented approach to performance management of collaborative business processes, based on high-level Petri nets. By employing Petri-nets performance management as a whole can be improved. We will also demonstrate the modules and basic functions of a Petri net-based, software prototype, called INCOME2010 designed to support the complete process life cycle of process-oriented Performance Management."""
3438,"""Performing the complex task of Knowledge Discovery in Databases (KDD) requires a break-down of the task-complexity to enable the possibility of performing the KDD-task. Since even more techniques will appear in the future that can solve a variety of KDD-problems, a domain expert that wants to analyse his domain should have the means to work with tools that integrate several of these techniques as well as the techniques themselves. In this paper a framework is proposed for a strategy component that is to be used for a KDD-system that can guide users in breaking down the complexity of a typical KDD-task and supports him in selecting and using several ML-techniques. The goals of such a guidance component are  reuse  of (predefined) taskcomponents in order to decrease development time and to simplify the process of decomposing a KDD-task, task-oriented  planning  in order to break down complexity of a typical KDD-task and  supporting post-processing  (evaluation) of KDD-processes."""
3439,"""Perry Groot"""
3440,"""Person-to-Application Processes: Workflow Management"""
3441,"""Personal Knowledge Management with Semantic Wikis"""
3442,"""Personalization mechanisms on the web today are clumsy and obtrusive, because users need to log in to multiple websites and enter their personal information and preferences separately for each. In addition, the user profile is different for each website and cannot be combined with other information on the web. Using Semantic Web technologies, in particular FOAF, we can identify the person browsing to the website. In this paper, we propose an extension of the HTTP GET method to include a new parameter that points to the URL of the user&amp;#8217;s FOAF file. This simple, but powerful extension enables the web server to use information contained in the person's FOAF file to personalize the web pages returned. We also present a proof-of-concept implementation by customizing our institute welcome page using a visitor's FOAF file."""
3443,"""Personalized Information Access in a Bibliographic Peer-to-Peer System"""
3444,"""Personalized Information Retrieval in Bibster, a Semantics-Based Bibliographic Peer-to-Peer System"""
3445,"""Personalizing web surfing with semantically enriched peronal profiles"""
3446,"""Perspektiven des Mobile Business - Wissenschaft und Praxis im Dialog"""
3447,"""Perspektiven des Mobile Business"""
3448,"""Perspektiven des Mobile Business, Mobile Business Day, Karlsruhe, 31.05.2005"""
3449,"""Peter Becker"""
3450,"""Peter Bumann"""
3451,"""Peter Bungert"""
3452,"""Peter Clark"""
3453,"""Peter Dadam"""
3454,"""Peter Dolog"""
3455,"""Peter Fankhauser"""
3456,"""Peter Frankhauser"""
3457,"""Peter Haase"""
3458,"""Peter J. Haubner"""
3459,"""Peter Jaeschke"""
3460,"""Peter Lockemann"""
3461,"""Peter Luksch"""
3462,"""Peter LÃ¶ffler"""
3463,"""Peter Mika"""
3464,"""Peter Milligan"""
3465,"""Peter Patel-Schneider"""
3466,"""Peter Sander"""
3467,"""Peter Smolle"""
3468,"""Peter Spyns"""
3469,"""Peter Thiemann"""
3470,"""Peter Tomczyk"""
3471,"""Peter W. Eklund"""
3472,"""Peter WeiÃŸ"""
3473,"""Peter Wiemer-Hastings"""
3474,"""Peter Yeh"""
3475,"""Peter Ã˜hrstrÃ¸m"""
3476,"""Petr Hlineny"""
3477,"""Petra Haberer"""
3478,"""Petri Net Technology for Communication-Based Systems, Advances in Petri Nets"""
3479,"""Petri nets"""
3480,"""Petri-Netze in der Angewandten Informatik - EinfÃ¼hrung, Grundlagen und Perspektiven"""
3481,"""Petridis Kosmas"""
3482,"""Phil Tetlow"""
3483,"""Philipp Cimiano"""
3484,"""Philipp Sorg"""
3485,"""Phivos Mylonas"""
3486,"""Pierluigi  Miraglia"""
3487,"""Planning tasks for Knowledge Discovery in Databases; Performing Task-Oriented User-Guidance"""
3488,"""Platinion GmbH"""
3489,"""Pompeu Casanovas"""
3490,"""Population Based Ant Colony Optimization on FPGA"""
3491,"""Population based ACO algorithms for dynamic optimization problems are studied in this paper. In the population based approach a set of solutions is transferred from one iteration of the algorithm to the next instead of transferring pheromone information as in most ACO algorithms. The set of solutions is then used to compute the pheromone information for the ants of the next iteration. The population based approach can be used to solve dynamic optimization problems when a good solution of the old instance can be modified after a change of the problem instance so that it represents a reasonable solution for the new problem instance. This is tested experimentally for a dynamic TSP and dynamic QAP problem. Moreover the behavior of different strategies for updating the population of solutions are compared."""
3492,"""Population based Ant Colony Optimization on FPGA"""
3493,"""Portfolio Selection in an Artificial Stock Market"""
3494,"""Porting Natural Language Interfaces between Domains -- An Experimental User Study with the ORAKEL Syste"""
3495,"""Porto, Portugal"""
3496,"""Porto/Portugal"""
3497,"""Position Paper Collection of the European Knowledge Acquisition Workshop (EKAW '96), Matlock Bath, U.K., May 14 - 17, 1996"""
3498,"""Poster Session at the 5th International Conference on Applications of Natural Language to Information Systems NLDB'2000, Versailles - France, June 28-30, 2000"""
3499,"""Poster and Demo at ISWC2005"""
3500,"""Poster and Demo at International Semantic Web Conference (ISWC) 2005, Galway, Ireland"""
3501,"""Poster and Demo at WWW'06"""
3502,"""Poster and Demo at the ESWC2006"""
3503,"""Poster at ISWC2005"""
3504,"""Poster at WWW05, Chiba, Japan"""
3505,"""Poster at the ESWC2005"""
3506,"""Poster presented at the The 3rd International Semantic Web User Interaction Workshop."""
3507,"""Poznan, Poland"""
3508,"""Practical Aspects of Knowledge Management, 4th International Conference, PAKM 2002, Vienna, Austria, December 2-3, 2002, Proceedings"""
3509,"""Prasenjit Mitra"""
3510,"""Praxis der Informationsverarbeitung und Kommunikation"""
3511,"""Praxis des Customer Relationship Management: BranchenlÃ¶sungen und Erfahrungsberichte"""
3512,"""Precise modeling of business process models has paved the
way to realize off-the-self information systems that include
allocations of resources, communication services, or hardware
devices to users. Changes in business strategies or new
business opportunities may result in modifications of implemented
functionalities of information systems and their underlying
business process models. The result of these modifications
are business process model variants that have to
be distinguished when business processes are redesigned. In
this paper, we propose an algorithm for determing semantic
similarities between business process model variants to
faciliate process redesign. Our approach is based upon an
OWL DL-based description of Petri nets. So-called semantic
business process models make it possible to describe Petri
net based process model variants in a data format, which
supports ontological reasoning."""
3513,"""Predicting foreign exchange rate return directions with Support Vector Machines"""
3514,"""Preface to the Semantic e-Science Workshop"""
3515,"""Pricing of Learning Objects in a Workflow-based E-Learning Scenario"""
3516,"""Primoz Perc"""
3517,"""Principles and Practices of Semantic Web Reasoning"""
3518,"""Principles of Data Mining and Knowledge Discovery, 7th European Conference, PKDD 2003, Dubrovnik, Croatia, September 22-26, 2003"""
3519,"""Principles of Data Mining and Knowledge Discovery, Proceedings of the Third European Symposium, PKDD '99, LNAI 1704, Prag, CZ, Sept. 15-18, 1999"""
3520,"""Principles of Data Mining and Knowledge Discovery. Proc. PKDD 2000"""
3521,"""Privacy and Security of Personal Data: requirements and techniques for mobile communication terminals and applications"""
3522,"""Probabilistic inference on three- valued logic"""
3523,"""Problem solving methods (PSMs) are domain-independent reasoning components, which specify patterns of behavior which can be reused across applications. While the availability of extensive PSM libraries and the emerging consensus on PSM specification languages indicate the maturity of the field, a number of important research issues are still open. In particular, very little progress has been achieved on foundational and methodological issues. Existing libraries of PSMs lack a clear theoretical basis and only provide weak support for the method development process, usually in the form of informal guidelines. In this paper we will address these issues by illustrating a framework which characterizes PSMs in terms of problem commitments, problem-solving paradigms and domain assumptions. This framework provides i) a theoretical foundation for situating PSM research and individual PSMs, as well as ii) an organization which allows us to characterize method development and selection as a process of navigating through a three-dimensional space (defined by the three components of our framework). Individual moves through this space are specified by means of adapters. In the paper we will illustrate these ideas in detail, with examples taken from parametric design problem solving."""
3524,"""Problem-Solving Methods: Making Assumptions for Efficiency Reasons"""
3525,"""Problem-solving methods (PSMs) for knowledge-based systems need to make assumptions to provide effective and efficient problem solving: assumptions about the scope of the problem they should solve and assumptions about the domain knowledge they can use as a resource for their reasoning process. If these assumptions are made explicit they can improve the reusability of PSMs by guiding the selection and refinement process of problem-solving methods for a given application and by defining goals for the acquisition process of domain knowledge. However, making the underlying assumptions explicit is not an easy task. The goal of our paper is to contribute to solve this problem. The main idea is to construct mathematical proofs and analysis of their failure as a systematic means for forming assumptions. Tool support is provided by adapting the Karlsruhe Interactive Verifier (KIV) for our purpose. KIV is an interactive theorem prover that returns with open goals if a proof could not be completed. These open goals can be used to derive the assumptions we are looking for."""
3526,"""Problem-solving methods are means to describe the inference process of knowledge-based systems. During the last years, a number of these problem-solving methods have been identified that can be reused for building new systems. However, problem-solving methods require specific types of domain knowledge and introduce specific restrictions on the tasks that can be solved by them. These requirements and restrictions are assumptions that play a key role in reusing problem-solving methods, in acquiring domain knowledge, and in defining the problem that can be tackled by the knowledge-based systems. In the paper, we discuss the different roles, assumptions play in the development process of knowledge-based systems and provide a survey of assumptions used by diagnostic problem solving. We show how such assumptions introduce target and bias for goal-driven machine learning and knowledge discovery techniques."""
3527,"""Problem-solving methods model the problem-solving behavior of knowledge-based systems. The PROTÃ‰GÃ‰-II framework includes a library of problem-solving methods that can be viewed as reusable components. For developers to use these components as building blocks in the construction of methods for new tasks, they must configure the components to fit with each other and with the needs of the new task. As part of this configuration process, developers must relate the ontologies of the generic methods to the ontologies associated with other methods and submethods. We present a model of method configuration that incorporates the use of several ontologies in multiple levels of methods and submethods, and we illustrate the approach by providing examples of the configuration of the board-game method."""
3528,"""Problem-solving methods provide reusable architectures and components for implementing the reasoning part of knowledge-based systems. The Unified Problem-solving Method description Language UPML has been developed to describe and implement such architectures and components to facilitate their semiautomatic reuse and adaptation. In a nutshell, UPML is a framework for developing knowledge-intensive reasoning systems based on libraries of generic problem-solving components. The paper describes the components and adapters, architectural constraints, development guidelines, and tools provided by UPML. UPML is developed as part of the IBROW project which provides an internet-based brokering service for reusing problem-solving methods."""
3529,"""Proc of Text Mining Workshop"""
3530,"""Proc. 12th International World Wide Web Conference. Budapest, 20.-24.5.2003"""
3531,"""Proc. 13th International World Wide Web Conference (WWW 2004) (Alternate Track Papers & Posters)"""
3532,"""Proc. 16th Int. Workshop on Database and Expert Systems Applications (DEXA'05)"""
3533,"""Proc. 17th Intl. Conf. on Artificial Intelligence (IJCAI '01), Seattle, WA, USA"""
3534,"""Proc. 1st IEEE Int. Conference on e-Science and Grid Computing (e-Science 2005)"""
3535,"""Proc. 1st International Workshop on Peer-to-Peer Knowledge Management"""
3536,"""Proc. 2. Konferenz Professionelles Wissensmanagement - Erfahrungen und Visionen"""
3537,"""Proc. 2nd IEEE Conference on e-Technology, e-Commerce and e-Services"""
3538,"""Proc. Arbeitskreistreffen Knowledge Discovery, Oldenburg, Sept. 2002"""
3539,"""Proc. Fachgruppentreffen Maschinelles Lernen (FGML 2002), 7.-9.10.2002, Hannover"""
3540,"""Proc. GI-Fachgruppentreffen Maschinelles Lernen '01"""
3541,"""Proc. Hawaii International Conference on System Sciences, HICSS-38"""
3542,"""Proc. IADIS Int. Conference e-Commerce 2005"""
3543,"""Proc. Int. Symposium on Leveraging Applications of Formal Methods, ISoLA 2004, Paphos/Cyprus, Department of Computer Science, University of Cyprus, Technical Report"""
3544,"""Proc. Intl. Workshop on Foundations of Models for Information Integration, Viterbo, Italy, Sept. 16-18, 2001"""
3545,"""Proc. Of the European Conference on Knowledge Acquisition and Management - EKAW-2002. Madrid, Spain, October 1-4, 2002"""
3546,"""Proc. Referenzmodellierung 2000, Siegen, Germany, October 12-13, 2000"""
3547,"""Proc. Referenzmodellierung 2001"""
3548,"""Proc. Research Notes of the 10th Conference of the European Chapter of the Association for Computational Linguistics, April 12-17, Budapest, Hungary"""
3549,"""Proc. TC 12 Stream on Intelligent Information Processing, IFIP 17th World 
Computer Congress, Montreal, August 2002"""
3550,"""Proc. Workshop EWMF 2003 of the 14th Europ. Conference on Machine Learning (ECML 2003) / 7th Europ. Conference on Principles and Practice of Knowledge Discovery in Databases (PKDD 2003)"""
3551,"""Proc. of 13th European Conference on Knowledge Engineering and Knowledge Management (EKAW)"""
3552,"""Proc. of 3rd IFIP conference on e-Commerce, e-Business and e-Government (I3E)"""
3553,"""Proc. of 9th International Conference on Rough Sets, Fuzzy Sets, Data Mining, and Granular Computing (RSFDGrc'03)"""
3554,"""Proc. of CoopIS/DOA/ODBASE 2003"""
3555,"""Proc. of First Workshop on the Semantic Web at the Fourth European Conference International Workshop on Research and Advanced Technology for Digital Libraries, Lisbon, Portugal 18-20 September 2000"""
3556,"""Proc. of I-KNOW '03 - 3rd International Conference on Knowledge Management, July 2-4, Graz, Austria"""
3557,"""Proc. of IJCAI 2001"""
3558,"""Proc. of IJCAI'03 Workshop on Ontologies and Distributed Systems"""
3559,"""Proc. of SAAKM 2002 -Semantic Authoring, Annotation & Knowledge Markup, ECAI 2002 Workshop July 22-26, 2002 , Lyon, France"""
3560,"""Proc. of The First International Workshop on MultiMedia Annotation, Tokyo, Japan"""
3561,"""Proc. of WWW 2003, Budapest, Hungary, May 2003"""
3562,"""Proc. of Workshop Ontologies and Text, co-located with the 12th International
         Workshop on Knowledge Engineering and Knowledge Management (EKAW'2000), Juan-Les-Pins, France"""
3563,"""Proc. of first Int. Workshop on Practical and Scalable Semantic Systems"""
3564,"""Proc. of the 14th International Conference on Conceptual Structures 2006"""
3565,"""Proc. of the 17th symposium on Proceedings of the 2002 ACM symposium on applied computing, SAC 2002, Madrid ,Spain"""
3566,"""Proc. of the 20th British National Conference on Databases (BNCOD), Coventry, UK, July 2003"""
3567,"""Proc. of the 21st Annual ACM Symposium on Applied Computing (SAC'06)"""
3568,"""Proc. of the 2nd Learning Language in logic (LLL) Workshop, Lissabon, September 2000"""
3569,"""Proc. of the 4th International Conference on Practical Aspects of Knowledge Management (PAKM 2002), December 2-3 2002, Vienna, Austria"""
3570,"""Proc. of the 7th European Conference in Research and Advanced Technology for Digital Libraries, ECDL 2003"""
3571,"""Proc. of the 8th International Conference on Natural Language for Information Systems (NLDB'03), Vetschau (Cottbus),Germany"""
3572,"""Proc. of the 9th Int. Conf. on Knowledge Representation and Reasoning (KR2004)"""
3573,"""Proc. of the ACL Workshop on Linguistic Annotation, Sapporo, Japan"""
3574,"""Proc. of the European Conference on Knowledge Acquisition and Management - EKAW-2002. Madrid, Spain, October 1-4, 2002"""
3575,"""Proc. of the European Simulation and Modelling Conference (ESMc2004)"""
3576,"""Proc. of the First International Semantic Web Conference 2002 (ISWC 2002), June 9-12 2002, Sardinia, Ital"""
3577,"""Proc. of the First International Semantic Web Conference 2003 (ISWC 2003), October 21-23, 2003, Sanibel Island, Florida"""
3578,"""Proc. of the ICDM 03, The 2003 IEEE International Conference on Data Mining"""
3579,"""Proc. of the International Coference on e-Business (ICEB2002), May 23-26 2002, Beijing, China"""
3580,"""Proc. of the International Conference of Operations Research 2000"""
3581,"""Proc. of the International Conference on Advances in Intelligent Systems - Theory and Applications (AISTA 2004)"""
3582,"""Proc. of the Jena User Conference 2006"""
3583,"""Proc. of the SIGIR 2003 Semantic Web Workshop"""
3584,"""Proc. of the Second Asia-Pacific Conference on Conceptual Modelling (APCCM2005)"""
3585,"""Proc. of the Symposium on Applied Computing 2003 (SAC 2003), March 9-12, Melbourne, Florida, USA"""
3586,"""Proc. of the WWW-2003, Budapest, Hungary, May 2003"""
3587,"""Proc. of the World Conference on Educational Multimedia, Hypermedia & Telecommunications (edmedia 2003)"""
3588,"""Proc. of the World Conference on Educational Multimedia, Hypermedia & Telecommunications(edmedia 2002), June 24-29 2002, Denver, Colorado, USA"""
