"index","annotation","label"
3946,"none","Recent studies showed how a seamless integration of formal
concept analysis (FCA), logic of domains, and answer set programming
(ASP) can be achieved. Based on these results for combining hierarchical
knowledge with classical rule-based formalisms, we introduce an expressive
common-sense query language for formal contexts. Although this
approach is conceptually based on order-theoretic paradigms, we show
how it can be implemented on top of standard ASP systems. Advanced
features, such as default negation and disjunctive rules, thus become
practically available for processing contextual data."
3947,"none","Recently the demand on business process modelling (BPM) became apparent in many different communities. To provide a unifying framework we propose an approach to integrate (well known) knowledge engineering techniques into a business process modelling context. We see knowledge based systems as one possibility (among others) to implement (re-engineered) business processes or parts thereof. Our framework is exemplified by integrating the MIKE approach (Model based and Incremental Knowledge Engineering) with ARIS (ARchitecture of Information Systems), a prominent representative of business process modelling. An important aspect of our framework is a proposal for linking business process models with a model of expertise."
3948,"none","Recently, the idea of semantic portals on the Web or on the intranet has gained pop-ularity. Their key concern is to allow a community of users to present and share knowledge in a particular (set of) domain(s) via semantic methods. Thus, semantic portals aim at creating high-quality access - in contrast to methods like information retrieval or document clustering that do not exploit any semantic background knowledge at all. However, by way of this construction semantic portals may easily suffer from a typical knowledge management problem. Their initial value is low, because only little richly structured knowledge is available. Hence the motivation of its potential users to extend the knowledge pool is small, too. We here present SEAL-II, a methodology for semantic portals that extends its previous version, by providing a range of ontology-based means for hitting the soft spot between unstructured knowledge, which virtually comes for free, but which is of little use, and richly structured knowledge, which is expensive to gain, but of tremendous possible value. Thus, we give the portal builder tools and techniques in an overall framework to start the knowledge process at a semantic portal. SEAL-II takes advantage of the ontology in order to initiate the portal with knowledge, which is more usable than unstructured knowledge, but cheaper than richly structured knowledge."
3949,"none","Recently, there has been an increased interest in the exploitation of background knowledge in the context of text mining tasks, especially text classification. At the same time, Kernel-based learning algorithms, especially Support Vector Machines, have become a dominant paradigm in the text mining community. This is also due to their capability to achieve more accurate learning results by incorporating a-priori knowledge by replacing standard linear kernels
of bag-of-words with the so called &amp;#8216;semantic&amp;#8217; kernels. In this paper we propose extensions and alternatives to previously proposed approaches to the design of semantic kernels by incorporating a variety of well-known measures of semantic similarity between terms. The experimental evaluation versus the standard linear kernel indicates that our approach improves performance in a variety of domains
while being consistently superior in cases where little training data is available."
3950,"none","Rechtliche Grundlagen des Mobilen Marketings"
3951,"none","Reducing SHIQ Descrption Logic to Disjunctive Datalog Programs"
3952,"none","Reengineering Knock-Out Processes"
3953,"none","Reengineering of Educational Material: A Systematic Approach"
3954,"none","Refinement of Rule Sets with JoJo"
3955,"none","Regensburg"
3956,"none","Reihe Wirtschaftsinformatik"
3957,"none","Reinhard Richter"
3958,"none","Relational Exploration - Combining Description Logics and Formal Concept Analysis for Knowledge Specification"
3959,"none","Relationship of WRL to relevant other technologies"
3960,"none","Relaxed Precision and Recall for Ontology Matching"
3961,"none","Remco Straatman"
3962,"none","Renate Kania"
3963,"none","Renaud Delbru"
3964,"none","RenÃ© Michel"
3965,"none","Report on Research Advance"
3966,"none","Report on Research Exchange and Collaboration"
3967,"none","Report on Semantic Web Framework requirements analysis"
3968,"none","Report on Workshop and Conference Organization"
3969,"none","Report on realizing practical approximate and distributed reasoning for ontologies"
3970,"none","Report on the Semantic Grid Dagstuhl Seminar"
3971,"none","Representation Language-Neutral Modeling of Ontologies"
3972,"none","Representing knowledge about researchers and research communities
is a prime use case for distributed, locally maintained,
interlinked and highly structured information in the spirit of the
Semantic Web. In this paper we describe the publicly available
`Semantic Web for Research Communities' (SWRC) ontology, in which
research communities and relevant related concepts are modelled.
We describe the design decisions that underlie the ontology and
report on both experiences with and known usages of the SWRC
Ontology. We believe that for making the Semantic Web reality the
re-usage of ontologies and their continuous improvement by user
communities is crucial. Our contribution aims to provide a
description and usage guidelines to make the value of the SWRC
explicit and to facilitate its re-use."
3973,"none","Requirement Analysis of Knowledge Acquisition from Texts, Deliverable ID 5.1"
3974,"none","Requirement Analysis of Uncertainty in the Management of Multimedia Objects in X-Media"
3975,"none","Requirements Engineering 93: Prototyping"
3976,"none","Requirements Specification and Model-based Knowledge Engineering"
3977,"none","Requirements for IE"
3978,"none","Requirements for IE-based KM"
3979,"none","Requirements for Information Extraction for Knowledge Management (Position Paper)"
3980,"none","Requirements for a Web Ontology language"
3981,"none","Resolution-Based Approximate Reasoning for OWL DL"
3982,"none","Resource Planning for Business Processes"
3983,"none","Reto Krummenacher"
3984,"none","Retrieving Content with Agents in Web Service E-Learning Systems"
3985,"none","Reusable problem-solving methods improve knowledge engineering by allowing developers to design reasoners quickly from pre-existing components. An important factor for successful method reuse is the specification of preexisting methods and support in their task- and domain-specific refinements. The PROTÃ‰GÃ‰-II approach allows developers to select methods from a library, and to map the methods to a domain ontology. KARL is a formal and executable knowledge-specification language that provides modeling primitives for expressing problem-solving methods. In this paper, we show how the code and informal descriptions of problem-solving methods in PROTÃ‰GÃ‰-II can be supplemented with the formal method definitions in KARL. For our case study, we have chosen two methods from the PROTÃ‰GÃ‰-II framework: chronological backtracking and its task specific refinement: the board-game method. In the paper, we give insights in the refinement of general-purpose methods to task-specific (i.e., strong) problem-solving methods. We show further, how a task-specific method can be adapted to a given domain and application. In both cases this is achieved by introducing ontological commitments over the terminological structure of the entities used to describe the states of the reasoning process of a method."
3986,"none","Reuse Of Problem-Solving Methods In Knowledge Engineering (short paper)"
3987,"none","Reuse of Problem-Solving Methods and Family Resemblances"
3988,"none","Reusing Ontological Background Knowledge in Semantic Wikis"
3989,"none","Reverse Pivoting in Conceptual Information Systems"
3990,"none","Richard Benjamins"
3991,"none","Richard J. Cole"
3992,"none","Richard Pibernik"
3993,"none","Richly interlinked, machine-understandable data constitute the basis for the Semantic Web. We provide a framework, CREAM, that allows for creation of metadata. While the annotation mode of CREAM allows to create metadata for existing web pages, the authoring mode lets authors create metadata  almost for free  while putting together the content of a page. As a particularity of our framework, CREAM allows to create relational metadata, i.e. metadata that instantiate interrelated definitions of classes in a domain ontology rather than a comparatively rigid template-like schema as Dublin Core. We discuss some of the requirements one has to meet when developing such an ontology-based framework, e.g. the integration of a metadata crawler, inference services, document management and a meta-ontology, and describe its implementation, viz. Ont-O-Mat a component-based, ontology-driven Web page authoring and annotation tool."
3994,"none","Risk-Return Analysis with an Integrated Perspective on Market, Credit and Operational Risk"
3995,"none","Rita Schmidt"
3996,"none","Rix Groenboom"
3997,"none","Robert Engels"
3998,"none","Robert M. Colomb"
3999,"none","Robert Meersman"
4000,"none","Robert Porzel"
4001,"none","Robert Stevens"
4002,"none","Roberta  Cuel"
4003,"none","Roberto Basili"
4004,"none","Roland Kaschek"
4005,"none","Roland Kunzweiler"
4006,"none","Roland KÃ¼stermann"
4007,"none","Roland SchÃ¤tzle"
4008,"none","Roland Vollmar"
4009,"none","Rolf Drechsler"
4010,"none","Roman Povalej"
4011,"none","Ronny Siebes"
4012,"none","Rose Dieng"
4013,"none","Rott Matthias"
4014,"none","Rough operators on Boolean Algebras"
4015,"none","Routing in P2P Systems"
4016,"none","Rudi Studer"
4017,"none","Rudi Vollmar"
4018,"none","Rudolf Kammerl"
4019,"none","Rudolf Krieger"
4020,"none","Rudolf Wille"
4021,"none","Rules for an Ontology-based Approach to Adaptation"
4022,"none","RÃ¼diger A. Lepp"
4023,"none","S-CREAM - Semi-automatic CREAtion of Metadata"
4024,"none","S-CREAM -- Semi-automatic CREAtion of Metadata"
4025,"none","S. 19-20"
4026,"none","S. 333 - 345"
4027,"none","S. 363 - 397"
4028,"none","S. 363-368"
4029,"none","S. Baumann"
4030,"none","S. Bernardos"
4031,"none","S. Chick"
4032,"none","S. Krishnaswamy"
4033,"none","S. Neubert"
4034,"none","S. Pinto"
4035,"none","S. Santini"
4036,"none","S. Schewe"
4037,"none","S. Sparn"
4038,"none","S. Tessaris"
4039,"none","S. Tu"
4040,"none","S. Uyar"
4041,"none","S. Vembu"
4042,"none","S.W. Loke"
4043,"none","SCP - Supply Chain Planung"
4044,"none","SEAL - A Framework for Developing SEmantic portALs"
4045,"none","SEAL - A Semantic Portal with Content Management Functionality"
4046,"none","SEAL - Tying Up Information Integration and Web Site Management by Ontologies"
4047,"none","SEAL - a SEmantic portAL with content management functionality"
4048,"none","SEAL-II -The soft spot between richly structured and unstructured knowledge"
4049,"none","SEKT - Semantically Enabled Knowledge Technologies"
4050,"none","SEKT Deliverable"
4051,"none","SEKT Deliverable 3.3.1"
4052,"none","SEKT Deliverable 3.3.2"
4053,"none","SEKT Deliverable D7.1.1.c"
4054,"none","SEKT Formal Deliverable"
4055,"none","SEKT Methodology: Initial Framework and Evaluation of Guidelines"
4056,"none","SEKT Methodology: Initial Guidelines"
4057,"none","SEKT Methodology: Initial Lessons Learned and Tool Design"
4058,"none","SEKT aims to integrate approaches from Machine Learning (ML),
Human Language Technology (HLT) and Ontology and Metadata
Management (OM). This deliverable is part of the SEKT bottom-up
integration activities and lays the foundation for a number of
deliverables (D6.6.x). It explores integration directions for
these three research fields and reports on the ongoing and
scheduled technical integration activities between the different
software tool suites provided by the respective
workpackages (WP1 - WP3)."
4059,"none","SEKT deliverable"
4060,"none","SEKT formal deliverable"
4061,"none","SEKT informal deliverable"
4062,"none","SESAM - Selbstorganisation und SpontaneitÃ¤t in liberalisierten und harmonisierten MÃ¤rkten"
4063,"none","SEmantic portAL - The SEAL approach"
4064,"none","SGML Nets: Integrating Document and Workflow Modeling"
4065,"none","SIGKDD Exploration Special Issue on Scalable Algorithms"
4066,"none","SIGKDD Explorations"
4067,"none","SIGMOD Record"
4068,"none","SOBA: SmartWeb Ontology-based Annotation"
4069,"none","SS-04-06"
4070,"none","SW-KM EKAW 2002"
4071,"none","SWAP - A Semantics-Based Peer-to-Peer System"
4072,"none","SWAP - A Semantics-Based Peer-to-Peer System Demonstration"
4073,"none","SWAP - Semantic Web and Peer-to-Peer"
4074,"none","SWAP: ONTOLOGY-BASED KNOWLEDGE MANAGEMENT WITH PEER-TO-PEER"
4075,"none","SWRC - Semantic Web for Research Communities"
4076,"none","Saartje Brockmans"
4077,"none","Sabine Just-HÃ¶pfinger"
4078,"none","Sabine RÃ¶hrig"
4079,"none","Sam Chapman"
4080,"none","Sam H. Minelli"
4081,"none","Sam Minelli"
4082,"none","Samuel Artmann"
4083,"none","San Diego, California, USA"
4084,"none","San Diego, USA"
4085,"none","San Jose, California, USA"
4086,"none","Sanaz Mostaghim"
4087,"none","Sandra Wortmann"
4088,"none","Sanibel Island, Florida, USA"
4089,"none","Sarabjot Singh  Anand"
4090,"none","Sascha Kriewel"
4091,"none","Satisficing Ontology Mapp"
4092,"none","Scalable Data Mining"
4093,"none","Scalable Temporal Reasoning"
4094,"none","Scalable and Reliable Semantic Portals (SEAL) in Practice"
4095,"none","Schema integration has become a task of increasing importance. In this paper we give a guide on how to automatically optimally set the parameters of semantic alignment algorithms respectively tools for a wide range of use cases. We basically define a utility function to rate the results of alignment algorithms. Then we backtrack from the utility function first to concrete requirements for the results and then to the parameters of alignment algorithms. The gains of our methodology are confirmed by its implementation and evaluation."
4096,"none","Schleicher-Stiftung"
4097,"none","Schlussbericht: Ontologien in GETESS"
4098,"none","Sean Bechhofer"
4099,"none","Searching Dynamic Communities with Personal Indexes"
4100,"none","Searching knowledge in the Semantic Web"
4101,"none","Sebastian Abeck"
4102,"none","Sebastian Bader"
4103,"none","Sebastian Blohm"
4104,"none","Sebastian Rudolph"
4105,"none","Sebastian Ryszard  Kruk"
4106,"none","Sebastian Ryszard Kruk"
4107,"none","Second European Semantic Web Conference, (ESWC 2005)"
4108,"none","Second International Semantic Web Conference"
4109,"none","Second International Workshop on Evolution and Change in Data Management (ECDM 2002), held in conjunction with the 21st International Conference on Conceptual Modelling, ER 2002, Tampere, Finland"
4110,"none","Second International Workshop on Ontologies in Agent Systems (OAS 2002) , held at the 1st International Conference on Autonomous Agents & Multiagent Systems, 15 or 16 July 2002, Bologna, Italy."
4111,"none","Security is considered as a major driver for the success of
E-Business, especially in a business-to-business environment.
Current research activities in this area are conducted in European
Union funded research projects, such as TrustCoM putting an
emphasis on the collaborative aspects of business processes across
administrative and trust domains. With respect to the tendency of
business partners to set up their own security islands, e.g. based
on isolated Public Key Infrastructures (PKIs), this development
introduces a contradiction for collaborative business process.
Clearly expressed process related security requirements across
domains can not be met by domain specific security
infrastructures. This contribution explores the possibility to
bridge the identified gap using semantic relationships contributed
by ontologies."
4112,"none","Seed Ontology"
4113,"none","Selected Papers from the International Semantic Web Conference (ISWC) 2004, Hiroshima, Japan, 07-11 November 2004"
4114,"none","Selection in the presence of noise"
4115,"none","Selection procedures are used in many applications to select
the best of a finite set of alternatives, as in discrete optimization
with simulation. There are a wide variety of procedures,
which begs the question of which selection procedure to
select. This paper (a) summarizes the main structural approaches
to deriving selection procedures, (b) describes an
innovative empirical testbed, and (c) summarizes results
from work in progress that provides the most exhaustive assessment
of selection procedures to date. The most efficient
and easiest to control procedures allocate samples with a
Bayesian model for uncertainty about the means, and use
a new expected opportunity cost-based stopping rule."
4116,"none","Self-organization of a Small World by Topic"
4117,"none","SemIPort - Semantic Methods and Tools for Information Portals"
4118,"none","SemVersion - Versioning RDF and Ontologies"
4119,"none","SemVersion is a generic, extendable multi-language ontology versioning
system, that can help research and industry to employ ontology based technologies
in dynamic settings. This deliverable describes the requirements for and design of
SemVersion."
4120,"none","SemVersion: An RDF-based Ontology Versioning System"
4121,"none","SemWeb@KR2002, Workshop on Formal Ontology, Knowledge Representation and Intelligent Systems for the World Wide Web, associated to KRâ€™2002, Toulouse, 19-20 April 2002"
4122,"none","SemWiki - A RESTful Distributed Wiki Architecture"
4123,"none","Semantic Alignment of Business Processes"
4124,"none","Semantic Annotation for Knowledge Management: Requirements and a Survey of the State of the Art"
4125,"none","Semantic Annotation is a basic technology for intelli-gent content and is beneficial in a wide range of content-oriented intelligent applications. In this paper we present our work in ontology-based semantic annotation, which is embedded in a scenario of a knowledge portal appli-cation. Starting with seemingly good and bad manual semantic annotation, we describe our experiences made within the KA2-initiative. The experiences gave us the starting point for developing an ergonomic and knowl-edge base-supported annotation tool. Furthermore, the annotation tool described are currently extended with mechanisms for semi-automatic information-extraction based annotation. Supporting the evolving nature of semantic content we additionally describe our idea of evolving ontologies supporting semantic annotation."
4126,"none","Semantic Annotation is a basic technology for intelligent content and is beneficial in a wide range of content-oriented intelligent applications. In this paper we present our work in ontology-based semantic annotation, which is embedded in a scenario of a knowledge portal application. Starting with seemingly good and bad manual semantic annotation, we describe our experiences made
within the KA2-initiative. The experiences gave us the starting point for developing an ergonomic and knowledge base-supported annotation tool. Furthermore, the annotation tool described are currently extended with mechanisms for semi-automatic information-extraction based annotation. Supporting the evolving nature of semantic content we additionally describe our idea of evolving ontologies supporting semantic annotation."
4127,"none","Semantic Annotation of Images and Videos for Multimedia Analysis"
4128,"none","Semantic Community Web Portals"
4129,"none","Semantic Community Web Portals - Personalization"
4130,"none","Semantic Grid - Convergence of Technologies"
4131,"none","Semantic Kernels for Text Classification based on Topological Measures of Feature Similarity"
4132,"none","Semantic Management of Middleware"
4133,"none","Semantic Management of Web Services"
4134,"none","Semantic Management of Web Services using the Core Ontology of Services"
4135,"none","Semantic MediaWiki - Wikipedia und das Semantic Web"
4136,"none","Semantic Methods and Tools for Information Portals"
4137,"none","Semantic Methods and Tools for Information Portals -- The SemIPort Project"
4138,"none","Semantic Methods for P2P Query Routing"
4139,"none","Semantic Query Routing in Unstructured Networks Using Social Metaphors"
4140,"none","Semantic Resource Management for the Web: An ELearning Application"
4141,"none","Semantic Social Overlay Networks"
4142,"none","Semantic Web - Das Web der nÃ¤chsten Generation"
4143,"none","Semantic Web - State of the art and future directions"
4144,"none","Semantic Web - Wege zur vernetzten Wissensgesellschaft"
4145,"none","Semantic Web 2001 (at WWW10), May 1, 2001, Hongkong, China"
4146,"none","Semantic Web Akademie - Semantic Web Akademie"
4147,"none","Semantic Web Challenge at 4th International Semantic Web Conference (ISWC'06)"
4148,"none","Semantic Web Mining"
4149,"none","Semantic Web Mining aims at combining the two fast-developing
research areas Semantic Web and Web Mining.
Web Mining aims at discovering insights about the meaning of Web
resources and their usage.  Given the primarily syntactical nature
of data Web mining operates on, the discovery of meaning is
impossible based on these data only. Therefore, formalizations of
the semantics of Web resources and navigation behavior are
increasingly being used.  This fits exactly with the aims of the
Semantic Web: the Semantic Web enriches the WWW by
machine-processable information which supports the user in his
tasks. In this paper, we discuss the interplay of the Semantic Web
with Web Mining, with a specific focus on usage mining."
4150,"none","Semantic Web Mining aims at combining the two fast-developing research areas Semantic Web and Web Mining.The idea is to improve,on the one hand,the results of Web Mining by exploiting the new semantic structures in the Web;and to make use of Web Mining,on the other hand,for building up the Semantic Web.This paper gives an overview of where the two areas meet today,and sketches ways of how a closer integration could be pro ?table."
4151,"none","Semantic Web Mining combines two fast-developing research areas:
Semantic Web and Web Mining. In this connection, the intention is
to improve, on the one hand, Web Mining methods by new formal
semantics represented in the Web and to utilize Web Mining
results, on the other hand, for building up the Semantic Web. We
also present the SemIPort project, in which methods and tools for
semantic information portals will be developed."
4152,"none","Semantic Web Mining for Building Information Portals (Position Paper)"
4153,"none","Semantic Web Mining. Proc. of the Semantic Web Mining Workshop of the 13th Europ. Conf. on Machine Learning (ECML'02) / 6th Europ. Conf. on Principles and Practice of Knowledge Discovery in Databases (PKDD'02), Helsinki, August 19, 2002"
4154,"none","Semantic Web Personalization"
4155,"none","Semantic Web Service Architecture - Evolving Web Service Standards toward the Semantic Web"
4156,"none","Semantic Web Services"
4157,"none","Semantic Web Technologies - Trends and Research in Ontology-based Systems"
4158,"none","Semantic Web Technologies - trends and research in ontology-based systems"
4159,"none","Semantic Web Technologies for Digital Libraries"
4160,"none","Semantic Web Technologies: Trends and Research in Ontology-based Systems"
4161,"none","Semantic Web Workshop, WWW02 Conference, Hawai, USA"
4162,"none","Semantic Web and Peer-to-Peer"
4163,"none","Semantic Wikipedia"
4164,"none","Semantic Wikipedia (ESWC2006 demo)"
4165,"none","Semantic Wikis allow users to semantically annotate their
Wiki content. The particular annotations can differ in expressive power,
simplicity, and meaning. We present an elaborate conceptual model for
semantic annotations, introduce a unique and rich Wiki syntax for these
annotations, and discuss how to best formally represent the augmented
Wiki content. We improve existing navigation techniques to automatically
construct faceted browsing for semistructured data. By utilising
the Wiki annotations we provide greatly enhanced information retrieval.
Further we report on our ongoing development of these techniques in our
prototype SemperWiki."
4166,"none","Semantic Wikis for Personal Knowledge Management"
4167,"none","Semantic alignment between ontologies is a necessary precondition to establish interoperability
between agents or services using different ontologies. Thus, in recent years
different methods for automatic ontology alignment have been proposed to deal with
this challenge. Thereby, the proposed methods were constricted to one of two different
paradigms: Either, (i), proposals would include a manually predefined automatic
method for proposing alignments, which would be used in the actual alignment process. They typically consist of a number of substrategies such as finding similar
labels. Or, (ii), proposals would learn an automatic alignment method based on instance
representations, e.g. bag-of-word models of documents. Both paradigms suffer
from drawbacks. The first paradigm suffers from the problem that it is impossible,
even for an expert knowledge engineer, to predict what strategy of aligning entities
is most successful for a given pair of ontologies. This is especially the case with increasing
complexity of ontology languages or increasing amounts of domain specific
conventions. The second paradigm is often hurt by the lack of instances or instance
descriptions. Also, knowledge encoded in the intensional descriptions of concepts and
relations is only marginally exploited by this way.
Hence, there remains the need to automatically combine multiple diverse and complementary
alignment strategies of all indicators, i.e. extensional and intensional descriptions,
in order to produce comprehensive, effective and efficient semi-automatic
alignment methods. Such methods need to be flexible to cope with different strategies
for various application scenarios, e.g. by using parameters. We call them &amp;#8220;Parameterizable
Alignment Methods&amp;#8221; (PAM).We have developed a bootstrapping approach
for acquiring the parameters that drive such a PAM. We call our approach APFEL for
&amp;#8220;Alignment Process Feature Estimation and Learning&amp;#8221;."
4168,"none","Semantically Enriched Subnets of the WWW"
4169,"none","Semantically rich descriptions of web services enable automatic composition and matchmaking. End users as well as providers compose web services according to their needs. Since in general, there can be more than one possibilities (combinations of web services) to achieve a certain goal, a user has to decide which of the alternatives suits him the best. This leads to the requirement that the combinations of web services must be comparable. This can be achieved by aggregating web service attributes. Since the ranking of web service combinations depends on user's needs, capabilities and willingness for ivestment of resources, considering user preferences is important while calculating the rank of a web service composition. We show, how user preferences as well as aggregation information can be modeled in a formal way and how web service combinations can be ranked automatically based on this information."
4170,"none","Semantics for Service Oriented Architectures"
4171,"none","Semantische Annotation von Petri-Netzen"
4172,"none","Semi-Entscheidungsverfahren fÃ¼r Fakten und Ziele von Petrinetzen"
4173,"none","Semi-automatic Engineering of Ontologies from Text"
4174,"none","Seoul, Korea"
4175,"none","Seoul, Korea, March 11 - 15, 2007"
4176,"none","September"
4177,"none","Sequential sampling in noisy environments"
4178,"none","Sergey Melnik"
4179,"none","Sergio Tessaris"
4180,"none","Series of the Gesellschaft fÃ¼r Informatik"
4181,"none","Service-Oriented Computing - ICSOC 2005: Third International Conference, Amsterdam, The Netherlands, December 12-15, 2005. Proceedings"
4182,"none","Service-Oriented Semantic Peer-to-Peer Systems"
4183,"none","Services on the Move - Towards P2P-Enabled Semantic Web Services"
4184,"none","SetÃºbal, Portugal"
4185,"none","Several challenges exist related to applying ontologies in real-world environments. The authors present an integrated enterprise-knowledge management architecture, focusing on how to support multiple ontologies and manage ontology evolution."
4186,"none","Shanghai, China"
4187,"none","Shaowen YAO"
4188,"none","Shaw Yi  Chaw"
4189,"none","Shenqing Yang"
4190,"none","Sibylle Mutschler"
4191,"none","Sibylle Schwarz"
4192,"none","Sicily"
4193,"none","Siegfried Handschuh"
4194,"none","Sigmod Record"
4195,"none","Significant advances have recently been made concerning
the integration of symbolic knowledge representation
with artificial neural networks (also
called connectionist systems). However, while the
integration with propositional paradigms has resulted
in applicable systems, the case of first-order
knowledge representation has so far hardly proceeded
beyond theoretical studies which prove the
existence of connectionist systems for approximating
first-order logic programs up to any chosen precision.
Advances were hindered severely by the
lack of concrete algorithms for obtaining the approximating
networks which were known to exist:
the corresponding proofs are not constructive
in that they do not yield concrete methods for
building the systems. In this paper, we will make
the required advance and show how to obtain the
structure and the parameters for different kinds of
connectionist systems approximating covered logic
programs."
4196,"none","Similarity for Ontologies - A Comprehensive Framework"
4197,"none","Similarity for Ontologies - a Comprehensive Framework"
4198,"none","Simon Schenk"
4199,"none","Simulation of Business Process Improvement by a Customized Genetic Algorithm"
4200,"none","Simulation von Supply Chains mit Petri-Netzen"
4201,"none","Sinn und Unsinn formaler Spezifikationssprachen fÃ¼r wissensbasierte Systeme"
4202,"none","Siquenca, Spain"
4203,"none","Sisyphus -91: Models Of Problem Solving"
4204,"none","Sisyphus-92: Models Of Problem Solving"
4205,"none","Situation and Perspective of Knowledge Engineering"
4206,"none","Skill management systems serve as technical platforms for mostly, though not exclusively, corporate-internal market places for skills and know-how. The systems are typically built on top of a database that contains profiles of employees and applicants. Thus, the skills may be retrieved through database queries. However, these approaches incur two major problems, viz. the finding of approximate matches and the maintenance of skill data. In this paper we describe two systems that leverage corporate skill knowledge by offering advanced means for both. We present ProPer that uses means from decision theory to allow for compensate skill matching. Then, we describe OntoProPer that combines these methods with intelligent means for inferencing of skill data. For the latter an ontology provides background knowledge, i.e. conceptual structures and rules, which supplement the skill database with ground and inferred facts from secondary information, such as project documents. These supplement facts re-duce maintenance efforts since much secondary information is gathered in the organizational memory through common working tasks. Keywords: skill management, human resource management, ontologies, intranet application."
4207,"none","SmartAPI - Associating Ontologies and APIs for Rapid Application Development"
4208,"none","SmartWeb - Mobiler breitbandiger Zugang zum Semantischen Web"
4209,"none","SmartWeb Project Report"
4210,"none","SmartWeb internal report"
4211,"none","SmartWeb: Mobile Access to the Semantic Web"
4212,"none","Socialisation in Peer-to-Peer Knowledge Management"
4213,"none","Soft Computing"
4214,"none","Software Engineering Education in the Modern Age: Challenges and Possibilities"
4215,"none","Software Engineering Knowledge Engineering, SEKE '04"
4216,"none","Software Quality Management II - Vol. 2: Building Quality into Software"
4217,"none","Software Reuse is a topic which is discussed in various computer science disciplines. Our work deals with the construction and reuse of knowledge base components from a knowledge engineering point of view. In order to reuse domain knowledge and problem solving knowledge experience has shown that powerful and integrated methods and tools are absolutely necessary.
Therefore we describe KARO (Knowledge Acquisition Environment with Reusable Ontologies) providing different means for retrieving and adapting concept definitions of a commonsense ontology as part of a domain model construction process. In our framework commonsense ontologies are defined as highly domain-independent knowledge bases containing conceptual definitions which formalise theories about, e.g., time, objects, space. We introduce the formal, linguistic and graphical methods, the architecture and other properties of KARO. By reusing these ontologies in a well-defined way conceptual domain models can be developed easier and made more robust.
In addition, we show how KARO and MIKE (Model-based and Incremental Knowledge Engineering Environment) are integrated in order to support the two main notions of reuse being investigated within knowledge engineering: the reuse of problem solving methods and the reuse of ontologies. Special emphasis is put on handling the interaction between problem solving methods and ontologies."
4218,"none","Software-Management 2000"
4219,"none","Solivia Hollfelder"
4220,"none","Solutions to Parallel and Distributed Computing Problems"
4221,"none","Solving Multi-criteria Optimization Problems with Population-Based ACO"
4222,"none","Solving the Probabilistic TSP with Ant Colony Optimization"
4223,"none","Some Notes on Pseudo-Intents"
4224,"none","Spatial concepts - a rule exploration"
4225,"none","Special Issue on Knowledge Management."
4226,"none","Special Issue on Semantic Web"
4227,"none","Special Issue: Semantic Web"
4228,"none","Special Track on Semantic Web at FLAIRS 2002, The 15th International FLAIRS Conference Crown Plaza Pensacola Grand Hotel, Pensacola, Florida, May 14-16, 2002"
4229,"none","Special issue on Semantic Web"
4230,"none","Special issue on information integration"
4231,"none","Specific Challenges For Small and Medium-Sized Enterprises (SME) in M-Business"
4232,"none","Specification and Verification of Knowledge-Based Systems"
4233,"none","Specification of Access Control and Certification Policies for Semantic Web Services"
4234,"none","Specification of Dynamics for Knowledge-based Systems"
4235,"none","Specification of Dynamics for Knowledge-based Systems (extended abstract)"
4236,"none","Specification of Invocable Semantic Web Resources"
4237,"none","Specification of Policies for Automatic Negotiations of Web Services"
4238,"none","Specification of a benchmarking methodology for alignment techniques"
4239,"none","Specification of a common framework for characterizing alignment"
4240,"none","Specification of a methodology for syntactic and semantic versioning (D231)"
4241,"none","Specifying Knowledge-Based Systems with Reusable Components"
4242,"none","Spinning the Semantic Web"
4243,"none","Split-Combination approaches to merging possibilistic knowledge bases"
4244,"none","Srinivasan Pichai"
4245,"none","St. Louis, Missouri, USA"
4246,"none","Stamatia Dasiopoulou"
4247,"none","Standards in e-learning have been developed to support authoring, assembly, and execution of learning objects. Due to the fact that until now e learning is mainly applied in academic teaching, pricing of learning objects still plays a minor role in current research. So far, standards for learning objects lack concepts for the integration of prices. In this paper, we present an approach to support pricing of e-learning objects on different abstraction levels. The approach is based on combining price models and learning objects by extending the learning objects' XML metadata on the one hand and on the representation of processes as exchanges and manipulations of XML documents on the other hand. Consideration of price models in a workflow-based learning-object management system thus allows for explicitly modeling processes for pricing such as price negotiations between learners and learning object providers or mediators. Moreover, pricing processes can be integrated into learning, teaching, and administration processes and thereby enhance the cooperation of all participating actors."
4248,"none","Stanford, CA, USA"
4249,"none","State fo the art on ontology alignment"
4250,"none","State of the Art in Ontology Engineering Methodologies"
4251,"none","State-of-the-Art on Ontology Evolution"
4252,"none","State-of-the-art survey on Ontology Merging and Aligning V1"
4253,"none","Stefan Decker"
4254,"none","Stefan Haas"
4255,"none","Stefan Janson"
4256,"none","Stefan Klink"
4257,"none","Stefan Kraus"
4258,"none","Stefan Leppert"
4259,"none","Stefan Liede"
4260,"none","Stefan Luckner"
4261,"none","Stefan Pfingstl"
4262,"none","Stefan Thanheiser"
4263,"none","Stefania Ghita-Costache"
4264,"none","Stefania Racioppa"
4265,"none","Stefanie Betz"
4266,"none","Stefano Cagnoni"
4267,"none","Steffen  Staab"
4268,"none","Steffen HÃ¶lldobler"
4269,"none","Steffen Lamparter"
4270,"none","Steffen Staab"
4271,"none","Stephan Bloehdorn"
4272,"none","Stephan Chalup"
4273,"none","Stephan Grimm"
