doi,instance,num_citations,cls
10.1186/1471-2105-14-173,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/SongCHWFC13,1,0
10.1371/journal.pcbi.1004574,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/SongZ15,3,1
10.1016/j.patcog.2009.01.007,http://dblp.l3s.de/d2r/resource/publications/journals/pr/ChengL09,2,1
10.1093/nar/gkn814,http://dblp.l3s.de/d2r/resource/publications/journals/nar/AurrecoecheaBBDFGGGGHHIIKKLMNPPRRSTW09,33,1
10.1021/ci100241y,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/VolkamerGGR10,4,1
10.1016/j.neuroimage.2011.11.015,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/WengerSNKMHDBLL12,3,1
10.1117/12.805589,http://dblp.l3s.de/d2r/resource/publications/conf/vda/WylieB09,1,0
10.1007/s11263-008-0128-6,http://dblp.l3s.de/d2r/resource/publications/journals/ijcv/ZhuK08,1,0
10.1155/2016/1712630,http://dblp.l3s.de/d2r/resource/publications/journals/cin/ZhanLZZ16,1,0
10.1016/j.envsoft.2014.03.004,http://dblp.l3s.de/d2r/resource/publications/journals/envsoft/XiongGMKHC14,2,1
10.1007/3-540-45786-0_46,http://dblp.l3s.de/d2r/resource/publications/conf/miccai/MoonBLG02,1,0
10.1007/978-3-319-14424-5_17,http://dblp.l3s.de/d2r/resource/publications/conf/icost/KhattakUL14,1,0
10.1027/1864-1105/a000002,http://dblp.l3s.de/d2r/resource/publications/journals/zmp/ZhangJF10,1,0
10.1016/j.neuroimage.2012.11.059,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/TunbridgeFHM13,1,0
10.1002/jcc.21664,http://dblp.l3s.de/d2r/resource/publications/journals/jcc/LinH11,1,0
10.1007/s11760-012-0361-x,http://dblp.l3s.de/d2r/resource/publications/journals/sivp/Kumar13,2,1
10.1371/journal.pcbi.1003135,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/Miller-JensenSSAS13,5,1
10.1007/s11276-012-0517-1,http://dblp.l3s.de/d2r/resource/publications/journals/winet/LinCY13,1,0
10.1371/journal.pcbi.1002981,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/JiaoYT13,1,0
10.1016/j.neuroimage.2010.08.007,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/SitaramLRRVB11,6,1
10.1016/j.compenvurbsys.2014.07.011,http://dblp.l3s.de/d2r/resource/publications/journals/urban/ShinATAKZS15,1,0
10.1002/asi.22673,http://dblp.l3s.de/d2r/resource/publications/journals/jasis/SolomonB12a,5,1
10.1371/journal.pcbi.1000495,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/BerkesTS09,1,0
10.1162/jocn.2008.20153,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/CoullNV08,4,1
10.1080/09511920802139875,http://dblp.l3s.de/d2r/resource/publications/journals/ijcim/TaoHZZ09,1,0
10.1089/cyber.2013.0656,http://dblp.l3s.de/d2r/resource/publications/journals/cbsn/KowertDQ14,1,0
10.1016/j.im.2003.09.002,http://dblp.l3s.de/d2r/resource/publications/journals/iam/Osei-BrysonK04,1,0
10.1093/bioinformatics/btp129,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/GuoRAB09,4,1
10.1007/3-540-45427-6_3,http://dblp.l3s.de/d2r/resource/publications/conf/huc/CastroCKM01,2,1
10.1093/bioinformatics/btm371,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/YooTKZ07,1,0
10.1016/j.cogsys.2015.07.001,http://dblp.l3s.de/d2r/resource/publications/journals/cogsr/HuttoK15,1,0
10.1093/nar/gkq778,http://dblp.l3s.de/d2r/resource/publications/journals/nar/ScoumanneCZC11,5,1
10.1016/j.dss.2005.08.007,http://dblp.l3s.de/d2r/resource/publications/journals/dss/ChangHYL06,2,1
10.3389/fnbot.2013.00015,http://dblp.l3s.de/d2r/resource/publications/journals/finr/YanWW13,1,0
10.3934/nhm.2012.7.385,http://dblp.l3s.de/d2r/resource/publications/journals/nhm/ErolaDGA12,1,0
10.1016/j.neuroimage.2013.05.063,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/ZhanDLZHSLZFTFTZTL13,3,1
10.1093/bioinformatics/btm598,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/ConantW08,8,1
10.1016/j.aei.2012.06.006,http://dblp.l3s.de/d2r/resource/publications/journals/aei/Foguem12,1,0
10.1002/asi.20681,http://dblp.l3s.de/d2r/resource/publications/journals/jasis/Saracevic07a,3,1
10.1016/j.neuroimage.2008.12.039,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/KhorshidiSKWN09,7,1
10.1016/j.eswa.2013.11.018,http://dblp.l3s.de/d2r/resource/publications/journals/eswa/JunPJ14,1,0
10.1007/s11517-012-0864-1,http://dblp.l3s.de/d2r/resource/publications/journals/mbec/CapelliBCNOBMTS12,2,1
10.1093/nar/gkg544,http://dblp.l3s.de/d2r/resource/publications/journals/nar/SosinskyBMH03,1,0
10.1016/j.neuroimage.2012.08.018,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/HeiszSM12,1,0
10.1186/1471-2105-10-268,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/PabingerTSERT09,4,1
10.1016/j.neuroimage.2008.12.018,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/CheungHCHQW09,3,1
10.1007/s00422-005-0041-9,http://dblp.l3s.de/d2r/resource/publications/journals/bc/MourikDB06,2,1
10.1080/17538947.2013.786143,http://dblp.l3s.de/d2r/resource/publications/journals/digearth/MoncrieffWCMJ14,1,0
10.1016/j.neuroimage.2007.10.009,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/KuperbergSL08,3,1
10.1021/ci00046a010,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/KalchhauserR85,1,0
10.1162/neco.1989.1.2.281,http://dblp.l3s.de/d2r/resource/publications/journals/neco/MoodyD89,4,1
10.1089/cmb.2006.13.296,http://dblp.l3s.de/d2r/resource/publications/journals/jcb/RasmussenSM06,2,1
10.1007/978-3-540-39899-8_13,http://dblp.l3s.de/d2r/resource/publications/conf/miccai/MinD03,1,0
10.1016/j.camwa.2009.12.033,http://dblp.l3s.de/d2r/resource/publications/journals/cma/UsamaKAL10,1,0
10.1016/j.eswa.2011.09.040,http://dblp.l3s.de/d2r/resource/publications/journals/eswa/MelinSCS12,1,0
10.1016/j.envsoft.2013.09.010,http://dblp.l3s.de/d2r/resource/publications/journals/envsoft/MasKPOH14,1,0
10.1016/j.ress.2013.10.007,http://dblp.l3s.de/d2r/resource/publications/journals/ress/TanwarRB14,1,0
10.1016/j.jvcir.2013.05.011,http://dblp.l3s.de/d2r/resource/publications/journals/jvcir/BissiBPRSV13,1,0
10.1155/2009/493904,http://dblp.l3s.de/d2r/resource/publications/journals/js/WangY09,3,1
10.1111/j.1756-8765.2009.01025.x,http://dblp.l3s.de/d2r/resource/publications/journals/topics/Call09,1,0
10.1093/nar/25.1.85,http://dblp.l3s.de/d2r/resource/publications/journals/nar/BlakeRDE97,1,0
10.1093/bioinformatics/btu500,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/SeemayerGS14,8,1
10.1093/bioinformatics/btn305,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/FejesRBVBJ08,8,1
10.1002/asi.21020,http://dblp.l3s.de/d2r/resource/publications/journals/jasis/BensmanL09,1,0
10.1016/j.socnet.2013.01.004,http://dblp.l3s.de/d2r/resource/publications/journals/socnet/WangRPL13,1,0
10.4108/amsys.1.4.e3,http://dblp.l3s.de/d2r/resource/publications/journals/amsys/MillonigM14,1,0
10.1016/j.socnet.2009.12.001,http://dblp.l3s.de/d2r/resource/publications/journals/socnet/LazegaMST12,1,0
10.1117/12.816961,http://dblp.l3s.de/d2r/resource/publications/conf/cimaging/LingenfelterFH09,1,0
10.1093/nar/gkh036,http://dblp.l3s.de/d2r/resource/publications/journals/nar/Consortium04,15,1
10.1016/j.amc.2007.09.004,http://dblp.l3s.de/d2r/resource/publications/journals/amc/OmranM08,3,1
10.1002/jcc.20184,http://dblp.l3s.de/d2r/resource/publications/journals/jcc/FujimotoPNOKSM05,2,1
10.1016/j.future.2015.02.008,http://dblp.l3s.de/d2r/resource/publications/journals/fgcs/0003FM16,1,0
10.1093/nar/gkq300,http://dblp.l3s.de/d2r/resource/publications/journals/nar/LiuOYLHGZLLJ10,9,1
10.1093/bioinformatics/bts602,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/PiaoPPR12,1,0
10.1162/089976601753196030,http://dblp.l3s.de/d2r/resource/publications/journals/neco/LevineD01,3,1
10.1155/2012/961257,http://dblp.l3s.de/d2r/resource/publications/journals/cmmm/MahmoudiTRBB12,3,1
10.1007/978-3-319-23633-9_6,http://dblp.l3s.de/d2r/resource/publications/books/sp/15/PrasserK15,1,0
10.1186/1471-2105-13-5,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/RosenkranzZ12,10,1
10.1177/1461444810363910,http://dblp.l3s.de/d2r/resource/publications/journals/nms/HaasIJW11,2,1
10.1016/j.cmpb.2012.10.015,http://dblp.l3s.de/d2r/resource/publications/journals/cmpb/MeyerFPHBH13,1,0
10.1177/0278364913478446,http://dblp.l3s.de/d2r/resource/publications/journals/ijrr/KoppulaGS13,1,0
10.1016/j.chb.2005.10.005,http://dblp.l3s.de/d2r/resource/publications/journals/chb/Li07,1,0
10.1007/s11517-012-0960-2,http://dblp.l3s.de/d2r/resource/publications/journals/mbec/CuayaMCMQPA13,1,0
10.1371/journal.pcbi.1000421,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/ZhangT09,1,0
10.1016/j.neuroimage.2010.11.074,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/WuWHCLC11,6,1
10.1016/j.mejo.2010.10.005,http://dblp.l3s.de/d2r/resource/publications/journals/mj/RoldanRECMCF11,1,0
10.1016/j.media.2011.02.006,http://dblp.l3s.de/d2r/resource/publications/journals/mia/Lopez-RubioF11,1,0
10.1007/s10916-016-0503-8,http://dblp.l3s.de/d2r/resource/publications/journals/jms/KruseBDP16,1,0
10.1007/978-3-540-72738-5_25,http://dblp.l3s.de/d2r/resource/publications/conf/acns/DuttaCM07,1,0
10.1007/s00779-006-0089-0,http://dblp.l3s.de/d2r/resource/publications/journals/puc/RomeroMBRIF07,1,0
10.3166/ejc.11.436-463,http://dblp.l3s.de/d2r/resource/publications/journals/ejcon/CassandrasL05,1,0
10.1007/978-3-642-40020-9_15,http://dblp.l3s.de/d2r/resource/publications/conf/gsi/DuGQ13,1,0
10.1155/2015/943839,http://dblp.l3s.de/d2r/resource/publications/journals/cmmm/CicciuCBLGSRGR15,1,0
10.1002/jcc.20621,http://dblp.l3s.de/d2r/resource/publications/journals/jcc/CallZB07,2,1
10.1007/978-3-319-10404-1_58,http://dblp.l3s.de/d2r/resource/publications/conf/miccai/LiCHH14,2,1
10.1007/s004220050502,http://dblp.l3s.de/d2r/resource/publications/journals/bc/KoechlinAB99,1,0
10.1093/database/bav050,http://dblp.l3s.de/d2r/resource/publications/journals/biodb/EbertMNLS15,1,0
10.1016/j.jctb.2004.01.004,http://dblp.l3s.de/d2r/resource/publications/journals/jct/JacksonJ05a,1,0
10.1016/j.comnet.2007.11.008,http://dblp.l3s.de/d2r/resource/publications/journals/cn/ZouJCT08,1,0
10.1093/nar/gkv1163,http://dblp.l3s.de/d2r/resource/publications/journals/nar/DousseJZ16,2,1
10.1109/42.241890,http://dblp.l3s.de/d2r/resource/publications/journals/tmi/ChanKS93,1,0
10.1186/s12859-014-0418-7,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/BansalL15,3,1
10.1093/bioinformatics/btr101,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/HuangMSMZCW11,6,1
10.1016/j.ecoinf.2009.08.006,http://dblp.l3s.de/d2r/resource/publications/journals/ecoi/LeinfelderTCJSOB10,1,0
10.1021/ci030404l,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/BraunGKLMR04,1,0
10.1016/j.eswa.2009.03.022,http://dblp.l3s.de/d2r/resource/publications/journals/eswa/FeiZ09,2,1
10.1186/1472-6947-13-131,http://dblp.l3s.de/d2r/resource/publications/journals/midm/LiATLYSGSTB13,4,1
10.1016/j.csda.2013.07.015,http://dblp.l3s.de/d2r/resource/publications/journals/csda/RotaA14,1,0
10.1093/bib/bbm045,http://dblp.l3s.de/d2r/resource/publications/journals/bib/ZweigenbaumDYC07,7,1
10.1016/j.jag.2009.11.008,http://dblp.l3s.de/d2r/resource/publications/journals/aeog/YaoZTFC10,1,0
10.1371/journal.pcbi.0030231,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/PoonLPF07a,4,1
10.1016/j.patcog.2012.05.018,http://dblp.l3s.de/d2r/resource/publications/journals/pr/AkyolG12,2,1
10.1016/j.neuroimage.2013.05.074,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/McNabEWHBHFLKCTFKW13,12,1
10.1007/3-540-45808-5_11,http://dblp.l3s.de/d2r/resource/publications/conf/wirn/AzzerboniFIFM02,1,0
10.1016/j.mejo.2010.10.007,http://dblp.l3s.de/d2r/resource/publications/journals/mj/Gu11,1,0
10.1007/978-3-642-27458-9_14,http://dblp.l3s.de/d2r/resource/publications/series/sci/RoaNRLMEO13,1,0
10.1016/j.compbiomed.2003.11.004,http://dblp.l3s.de/d2r/resource/publications/journals/cbm/NgFL05,1,0
10.3389/fncom.2010.00016,http://dblp.l3s.de/d2r/resource/publications/journals/ficn/StaudeGR10,1,0
10.1016/j.eswa.2005.09.016,http://dblp.l3s.de/d2r/resource/publications/journals/eswa/El-Zonkoly06,1,0
10.1016/j.procs.2015.05.088,http://dblp.l3s.de/d2r/resource/publications/conf/ant/AissaBB15,1,0
10.1007/s10278-010-9333-2,http://dblp.l3s.de/d2r/resource/publications/journals/jdi/HoriguchiYAKFOKA11,1,0
10.1136/amiajnl-2011-000504,http://dblp.l3s.de/d2r/resource/publications/journals/jamia/DowdingTG12,1,0
10.1016/j.neuroimage.2012.01.088,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/MuthuramanHAAEDR12,1,0
10.3837/tiis.2013.02.010,http://dblp.l3s.de/d2r/resource/publications/journals/itiis/NguyenPSP13,1,0
10.3390/e16126212,http://dblp.l3s.de/d2r/resource/publications/journals/entropy/KellerUU14,1,0
10.1016/j.displa.2007.10.001,http://dblp.l3s.de/d2r/resource/publications/journals/displays/YangSZMHHL08,1,0
10.1093/nar/gkv1229,http://dblp.l3s.de/d2r/resource/publications/journals/nar/WickerLGSLKF16,1,0
10.1016/j.neuroimage.2014.12.007,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/PapadopoulouLMV15,4,1
10.1007/978-3-642-00224-3_2,http://dblp.l3s.de/d2r/resource/publications/conf/ewsn/HauerHW09,1,0
10.1007/s11517-009-0448-x,http://dblp.l3s.de/d2r/resource/publications/journals/mbec/SiebesKVPS09,3,1
10.4018/jissc.2010040105,http://dblp.l3s.de/d2r/resource/publications/journals/ijissc/BeallF10,1,0
10.1093/bioinformatics/btt391,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/LiCLLNWB13,1,0
10.1109/78.80927,http://dblp.l3s.de/d2r/resource/publications/journals/tsp/HuarngY91,1,0
10.1186/s12911-015-0186-y,http://dblp.l3s.de/d2r/resource/publications/journals/midm/WongBKMCW15,1,0
10.1186/1471-2105-15-14,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/DembeleK14,4,1
10.1162/jocn_a_00847,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/SawakiLR15,2,1
10.1007/s11128-012-0464-x,http://dblp.l3s.de/d2r/resource/publications/journals/qip/BalakrishnanS13,1,0
10.1093/nar/gks1006,http://dblp.l3s.de/d2r/resource/publications/journals/nar/UchiyamaMNC13,4,1
10.1016/j.artmed.2015.04.002,http://dblp.l3s.de/d2r/resource/publications/journals/artmed/BelghithBMBWZ15,2,1
10.1093/bioinformatics/btu808,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/WintersingerW15,1,0
10.1007/978-3-642-25324-9_24,http://dblp.l3s.de/d2r/resource/publications/conf/micai/RangelBL11,1,0
10.1093/bioinformatics/btq636,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/HeeringenV11,3,1
10.1007/978-3-642-25691-2_1,http://dblp.l3s.de/d2r/resource/publications/series/sci/DesmetH12,2,1
10.1007/s10822-010-9338-4,http://dblp.l3s.de/d2r/resource/publications/journals/jcamd/Warr10,1,0
10.1016/j.procs.2014.05.039,http://dblp.l3s.de/d2r/resource/publications/conf/iccS/LiHHZS14,1,0
10.1186/1471-2105-14-332,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/ChanRS13,1,0
10.1016/j.ipl.2009.04.019,http://dblp.l3s.de/d2r/resource/publications/journals/ipl/BonaF09,1,0
10.1021/ci8000056,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/Zaheer-ul-HaqUYPCM08,1,0
10.1016/j.neuroimage.2014.03.057,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/KunzZVOALAH14,8,1
10.1371/journal.pcbi.1004548,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/WinterSB15,1,0
10.1016/j.tcs.2012.07.003,http://dblp.l3s.de/d2r/resource/publications/journals/tcs/DonaldsonC12,2,1
10.1371/journal.pcbi.0020107,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/Beard06a,2,1
10.1016/j.cam.2012.01.034,http://dblp.l3s.de/d2r/resource/publications/journals/jcam/CrossC12,1,0
10.1016/j.media.2006.06.007,http://dblp.l3s.de/d2r/resource/publications/journals/mia/XueSD06,2,1
10.1371/journal.pcbi.1004752,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/MicheleRFP16,1,0
10.1007/978-3-642-22092-0_31,http://dblp.l3s.de/d2r/resource/publications/conf/ipmi/RoyCP11,1,0
10.1016/j.joi.2012.06.006,http://dblp.l3s.de/d2r/resource/publications/journals/joi/Kosmulski12c,1,0
10.1016/j.neuroimage.2013.05.006,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/KagedalCNRSSVHHK13,1,0
10.1109/34.899946,http://dblp.l3s.de/d2r/resource/publications/journals/pami/VeenmanRB01,2,1
10.1016/j.patrec.2004.08.010,http://dblp.l3s.de/d2r/resource/publications/journals/prl/MitraLG05,1,0
10.1016/j.compbiomed.2009.02.001,http://dblp.l3s.de/d2r/resource/publications/journals/cbm/KhezriJ09,1,0
10.1371/journal.pcbi.1004463,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/EconomidesKLGD15,2,1
10.1109/89.709670,http://dblp.l3s.de/d2r/resource/publications/journals/taslp/SametiSDB98,1,0
10.1093/nar/gkh031,http://dblp.l3s.de/d2r/resource/publications/journals/nar/ChaudhuriKP04,1,0
10.1016/j.neuroimage.2010.04.261,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/BoardmanCVCDRARCACE10,5,1
10.1089/brain.2013.0196,http://dblp.l3s.de/d2r/resource/publications/journals/brain/SoursARG14,1,0
10.1007/978-3-540-87700-4_107,http://dblp.l3s.de/d2r/resource/publications/conf/ppsn/Pizzuti08,1,0
10.1093/nar/gkl255,http://dblp.l3s.de/d2r/resource/publications/journals/nar/ZhangSCKLKMS06,2,1
10.1016/j.cpc.2013.10.009,http://dblp.l3s.de/d2r/resource/publications/journals/cphysics/SchickBHSSB14,3,1
10.1016/j.tcs.2015.07.056,http://dblp.l3s.de/d2r/resource/publications/journals/tcs/HeCCW15,2,1
10.1016/j.artint.2010.12.002,http://dblp.l3s.de/d2r/resource/publications/journals/ai/BryceCK11,1,0
10.1016/j.neuroimage.2009.04.041,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/NosartiSAWRMM09,1,0
10.1007/978-3-319-12289-2_3,http://dblp.l3s.de/d2r/resource/publications/conf/bambi/JugPKFKNRM14,1,0
10.1016/j.advengsoft.2014.02.002,http://dblp.l3s.de/d2r/resource/publications/journals/aes/WangYXZ14,1,0
10.1186/1471-2105-14-327,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/EberhardtCBMAHA13,3,1
10.1518/0018720024497916,http://dblp.l3s.de/d2r/resource/publications/journals/hf/ScharineM02,2,1
10.1016/j.compbiomed.2007.09.005,http://dblp.l3s.de/d2r/resource/publications/journals/cbm/DaskalakisKSGRKKCN08,1,0
10.1016/j.compbiomed.2011.06.021,http://dblp.l3s.de/d2r/resource/publications/journals/cbm/FranzosiGCSNTC11,1,0
10.1007/s11128-014-0824-9,http://dblp.l3s.de/d2r/resource/publications/journals/qip/IqbalCLPA14,1,0
10.1109/19.816109,http://dblp.l3s.de/d2r/resource/publications/journals/tim/ChenOT99a,1,0
10.1002/jcc.21507,http://dblp.l3s.de/d2r/resource/publications/journals/jcc/WolfHAGG10,13,1
10.1162/089892905775008652,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/RekkasC05,1,0
10.1371/journal.pcbi.1001001,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/BurkardRBSC10,2,1
10.1016/j.disc.2006.09.014,http://dblp.l3s.de/d2r/resource/publications/journals/dm/HattinghJJP07,1,0
10.1016/j.jbi.2012.01.009,http://dblp.l3s.de/d2r/resource/publications/journals/jbi/ReaPSOWBTPHHC12,7,1
10.1007/11892960_117,http://dblp.l3s.de/d2r/resource/publications/conf/kes/HuLWD06,1,0
10.1089/cmb.2010.0293,http://dblp.l3s.de/d2r/resource/publications/journals/jcb/WuLKNW12,3,1
10.1093/nar/gkt391,http://dblp.l3s.de/d2r/resource/publications/journals/nar/HeelJMKK13,29,1
10.1111/cogs.12024,http://dblp.l3s.de/d2r/resource/publications/journals/cogsci/RipsE13,3,1
10.1016/j.patcog.2009.01.003,http://dblp.l3s.de/d2r/resource/publications/journals/pr/BurrusBJ09,1,0
10.1016/j.automatica.2011.01.011,http://dblp.l3s.de/d2r/resource/publications/journals/automatica/JungersZBWB11,1,0
10.1162/jocn.2009.21084,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/KherifJSP09,1,0
10.1016/j.neuroimage.2011.08.106,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/BodeBSH12,2,1
10.1016/j.bdr.2015.01.001,http://dblp.l3s.de/d2r/resource/publications/journals/bdr/PaakkonenP15,1,0
10.1016/j.neuroimage.2013.11.034,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/SchlagenhaufHDRBHDH14,6,1
10.1093/nar/gkh380,http://dblp.l3s.de/d2r/resource/publications/journals/nar/AraiMIXKSS04,1,0
10.1016/j.neuroimage.2008.11.006,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/BergouignanCCKLBLGCF09,6,1
10.1016/j.neuroimage.2012.07.019,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/MeinhardtKSS12,1,0
10.1016/j.compbiolchem.2015.10.003,http://dblp.l3s.de/d2r/resource/publications/journals/candc/ZimmerS16,1,0
10.1177/02783640122067309,http://dblp.l3s.de/d2r/resource/publications/journals/ijrr/PrattCTDP01,1,0
10.1016/j.eswa.2011.07.051,http://dblp.l3s.de/d2r/resource/publications/journals/eswa/ChangWZ12,1,0
10.1093/nar/gkq325,http://dblp.l3s.de/d2r/resource/publications/journals/nar/MitevaGT10,4,1
10.1371/journal.pcbi.1003594,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/SchmidtRM14,8,1
10.1186/s12859-015-0760-4,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/HallBHPBKSABHB15,2,1
10.1093/nar/gkr1029,http://dblp.l3s.de/d2r/resource/publications/journals/nar/CherryHABBCCCDEFHHKKMNPSSWW12,75,1
10.1093/nar/gkl826,http://dblp.l3s.de/d2r/resource/publications/journals/nar/JeggaGCA07,1,0
10.1089/cpb.2005.8.172,http://dblp.l3s.de/d2r/resource/publications/journals/cbsn/Young05,1,0
10.1093/nar/gkq1040,http://dblp.l3s.de/d2r/resource/publications/journals/nar/ParkinsonSKABDEFHHKLMMPRSWABSB11,11,1
10.1093/bioinformatics/bti488,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/LiuG05,1,0
10.1002/dac.1336,http://dblp.l3s.de/d2r/resource/publications/journals/ijcomsys/PeiraviMJ13,1,0
10.1186/s12911-014-0104-8,http://dblp.l3s.de/d2r/resource/publications/journals/midm/BartonKETARBMSM14,1,0
10.1016/0167-9236(94)00056-5,http://dblp.l3s.de/d2r/resource/publications/journals/dss/Roehrig96,1,0
10.1021/ci049965i,http://dblp.l3s.de/d2r/resource/publications/journals/jcisd/YaoPDZCLHF04,1,0
10.1007/978-3-540-70540-6_15,http://dblp.l3s.de/d2r/resource/publications/conf/icchp/CasasMRDRMPG08,2,1
10.1371/journal.pcbi.1000043,http://dblp.l3s.de/d2r/resource/publications/journals/ploscb/AlaPGDSOPC08,4,1
10.1111/j.1756-8765.2010.01113.x,http://dblp.l3s.de/d2r/resource/publications/journals/topics/Tversky11,2,1
10.1093/nar/gkg053,http://dblp.l3s.de/d2r/resource/publications/journals/nar/HarrisLSBLCBKCKCMPTDBRCSSDS03,2,1
10.1016/0893-6080(88)90014-7,http://dblp.l3s.de/d2r/resource/publications/journals/nn/Fukushima88,2,1
10.1057/palgrave.jit.2000136,http://dblp.l3s.de/d2r/resource/publications/journals/jitech/Avgerou08,1,0
10.1186/1471-2105-13-333,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/PietalSRB12,1,0
10.1007/s11192-006-0160-7,http://dblp.l3s.de/d2r/resource/publications/journals/scientometrics/SchubertG06,1,0
10.1093/nar/gkq392,http://dblp.l3s.de/d2r/resource/publications/journals/nar/HuangLLLGLT10,4,1
10.1016/j.compbiolchem.2007.02.001,http://dblp.l3s.de/d2r/resource/publications/journals/candc/WangFW07,1,0
10.1007/s11235-010-9281-7,http://dblp.l3s.de/d2r/resource/publications/journals/telsys/MarmolP11,1,0
10.1093/nar/gkq1062,http://dblp.l3s.de/d2r/resource/publications/journals/nar/SharmanMSGSDLHN11,2,1
10.1093/bioinformatics/btv706,http://dblp.l3s.de/d2r/resource/publications/journals/bioinformatics/SchmiedSPPT16,3,1
10.1016/j.envsoft.2014.03.007,http://dblp.l3s.de/d2r/resource/publications/journals/envsoft/Ligmann-ZielinskaJ14,3,1
10.1093/nar/gki113,http://dblp.l3s.de/d2r/resource/publications/journals/nar/EppigBKRB05,5,1
10.1186/1471-2105-4-47,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/RaghavaSABB03,5,1
10.1016/j.cam.2011.08.008,http://dblp.l3s.de/d2r/resource/publications/journals/jcam/Grau-SanchezGN11a,1,0
10.1162/jocn.2006.18.4.604,http://dblp.l3s.de/d2r/resource/publications/journals/jocn/HickeyMT06,4,1
10.1016/j.im.2012.05.002,http://dblp.l3s.de/d2r/resource/publications/journals/iam/HameedCS12,1,0
10.1016/j.ejor.2014.02.040,http://dblp.l3s.de/d2r/resource/publications/journals/eor/CruzHR14,1,0
10.1561/0600000018,http://dblp.l3s.de/d2r/resource/publications/journals/ftcgv/ZhuM06,1,0
10.1186/s12859-016-1005-x,http://dblp.l3s.de/d2r/resource/publications/journals/bmcbi/FuDSCSB16,1,0
10.1016/j.neuroimage.2011.10.043,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/Wilke12,1,0
10.1007/s11128-011-0295-1,http://dblp.l3s.de/d2r/resource/publications/journals/qip/LeungTDS11,1,0
10.1016/j.neuroimage.2009.06.009,http://dblp.l3s.de/d2r/resource/publications/journals/neuroimage/OverwalleB09,23,1
